id,name,identity,align,eye,hair,alive,appearances,first_appearance,year
318,"Henry King, Jr. (New Earth)",Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Living Characters,92,"1983, August",1983
319,Orm Marius (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,92,"1966, October",1966
320,Citizen Abra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,92,"1962, May",1962
322,Merlin (New Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Living Characters,92,"1936, February",1936
323,William Payton (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,91,"1988, October",1988
324,Danette Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,91,"1981, August",1981
325,Jonathan Tane (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,91,"1948, August",1948
326,Ronald Troupe (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,90,"1991, July",1991
327,William Storm (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,90,"1964, June",1964
328,Hermes (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,90,"1959, April",1959
329,Timothy Hunter (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,89,"1990, December",1990
330,Taghurrhu (New Earth),Public Identity,Good Characters,Green Eyes,Orange Hair,Living Characters,89,"1981, June",1981
331,Sandra Wu-San (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,89,"1976, January",1976
332,Eobard Thawne (New Earth),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Deceased Characters,89,"1963, September",1963
333,William Zard (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,89,"1947, April",1947
334,Arnold Wesker (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,88,"1988, February",1988
335,Philippus (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,88,"1987, February",1987
338,Miriam Delgado (Team Titans),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,87,1991,1991
340,Mikaal Tomas (New Earth),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Living Characters,87,"1976, March",1976
341,Peter Ross (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,87,"1961, January",1961
343,Suzanne King-Jones (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,86,"1997, August",1997
348,Shayera Thal (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,85,"1989, August",1989
349,Mallah (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,85,"1964, March",1964
350,Congorilla (New Earth),Public Identity,Good Characters,Blue Eyes,Gold Hair,Living Characters,85,"1959, January",1959
351,Thomas Elliot (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,84,"2003, January",2003
352,Greta Hayes (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,84,"1998, June",1998
354,Julia Deneiros (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Living Characters,84,"1987, April",1987
355,Etta Candy (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,84,"1942, February",1942
357,Thomas Bronson (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,83,"2007, February",2007
359,Karen Beecher (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,83,"1976, December",1976
360,Ellen Frazier (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,83,"1965, September",1965
361,Simon Stagg (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,83,"1965, January",1965
362,"Rex, the Wonder Dog (New Earth)",Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,83,"1952, February",1952
364,Thomas Monaghan (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,82,1993,1993
366,Kalibak (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Deceased Characters,82,"1971, March",1971
367,Drury Walker (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Deceased Characters,82,"1951, February",1951
368,Terrence Thirteen (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,82,"1951, November",1951
369,Hannibal Hawkes (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,82,"1948, October",1948
370,Circe (New Earth),Public Identity,Bad Characters,Red Eyes,Purple Hair,Living Characters,81,"1988, August",1988
371,Baran Flinders (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,81,"1981, January",1981
372,Mark Shaw (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,81,"1975, August",1975
373,Neal Emerson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,81,"1963, June",1963
374,Cameron Chase (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,80,"1998, January",1998
375,John Corben (New Earth),Secret Identity,Bad Characters,Photocellular Eyes,Brown Hair,Living Characters,80,"1987, January",1987
377,Lian Harper (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Deceased Characters,80,"1986, June",1986
378,Malcolm Duncan (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,80,"1970, April",1970
379,Samuel Scudder (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,80,"1959, March",1959
380,Sasha Bordeaux (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,79,"2000, December",2000
383,Valentina Vostok (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,79,"1977, September",1977
384,Paul Booker (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,79,"1966, March",1966
385,Abigail Hunkel (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,79,"1939, June",1939
386,Cyril Saunders (New Earth),Public Identity,Good Characters,Hazel Eyes,White Hair,Living Characters,79,"1937, March",1937
388,Owen Mercer (New Earth),Secret Identity,Reformed Criminals,Blue Eyes,Red Hair,Deceased Characters,78,"2004, October",2004
389,Christopher Smith (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,78,"1966, November",1966
390,Roger Hayden (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Deceased Characters,78,"1965, June",1965
391,Hector Hammond (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,78,"1961, April",1961
392,Lorena Marquez (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,77,"2004, May",2004
393,Boodikka (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Deceased Characters,77,"1992, January",1992
394,Samuel Lane (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Deceased Characters,77,"1987, January",1987
397,Lashina (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,77,"1972, February",1972
399,Curtis Metcalf (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,76,"1993, April",1993
402,Java (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,76,"1965, January",1965
405,Helena Sandsmark (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,75,"1996, January",1996
406,Sarah Charles (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,75,"1985, September",1985
408,"Richard Flag, Jr. (New Earth)",Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,75,"1959, September",1959
409,Nathaniel Heywood (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,74,"2007, March",2007
410,Hugh Dawkins (New Earth),Secret Identity,Good Characters,White Eyes,Blond Hair,Living Characters,74,"1986, November",1986
416,Neron (New Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Living Characters,73,"1995, November",1995
417,Victor Zsasz (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,73,"1992, June",1992
418,Kay Challis (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,73,"1989, February",1989
419,Roland Desmond (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,73,"1965, November",1965
420,Carl Sands (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,73,"1961, July",1961
421,Dane Dorrance (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,73,"1960, August",1960
422,Flying Cloud (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,73,"1960, December",1960
423,"Peter Merkel, Jr. (New Earth)",Secret Identity,Bad Characters,Grey Eyes,Red Hair,Living Characters,72,"2005, July",2005
424,Garryn Bek (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,72,"1989, January",1989
425,Jose Delgado (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,72,"1987, May",1987
427,Cain (New Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,72,"1968, August",1968
428,Steven Trevor (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,72,"1941, December",1941
429,Edgar Cizko (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,71,"1991, May",1991
430,Louise Lincoln (New Earth),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Living Characters,71,"1984, March",1984
431,Brian Savage (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,71,"1977, April",1977
432,Thomas Oscar Morrow (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,71,"1964, March",1964
434,Kingsley Faraday (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,70,"1950, August",1950
435,Clifford Zmeck (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,69,"1988, February",1988
436,Nabu (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Deceased Characters,69,"1941, May",1941
437,Bleez (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,68,"2008, December",2008
440,Harry Stein (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,68,"1985, November",1985
441,Adeline Kane (New Earth),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Deceased Characters,68,"1983, August",1983
443,Tara Markov (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,68,"1982, December",1982
447,Hop Harrigan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,68,"1939, April",1939
449,Vath Sarn (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,67,"2005, November",2005
450,Mercy Graves (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,67,"1999, August",1999
451,Arnold Munro (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,67,"1987, June",1987
452,Bibbo Bibbowski (New Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Living Characters,67,"1987, May",1987
453,Jebediah of Canaan (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Living Characters,67,"1987, April",1987
454,Lawrence Bolatinsky (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,67,"1984, November",1984
455,Lydea Mallor (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,67,"1982, August",1982
456,Tana Moon (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,66,"1993, June",1993
457,Maxine Baker (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,66,"1988, September",1988
459,Jason Bard (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,66,"1969, October",1969
460,Krona (New Earth),Public Identity,Bad Characters,Green Eyes,White Hair,Deceased Characters,66,"1965, October",1965
461,Daniel Dunbar (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,66,"1942, March",1942
462,Scandal Savage (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,65,"2005, July",2005
467,Karen Lou Faulkner (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,65,"1987, July",1987
469,Kent V. Nelson (New Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Living Characters,64,"2007, November",2007
470,Janos Prohaska (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,64,"1988, March",1988
471,Edward Fyers (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,64,"1987, October",1987
472,Mister Mxyzptlk (New Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Living Characters,64,"1987, November",1987
473,Jor-El (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,64,"1986, October",1986
474,Yolanda Montez (New Earth),Secret Identity,Good Characters,Brown Eyes,Reddish Brown Hair,Deceased Characters,64,"1985, March",1985
476,William Hand (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,64,"1964, June",1964
477,Molly Mayne (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,64,"1947, September",1947
479,Amy Winston (New Earth),Secret Identity,Good Characters,Violet Eyes,Blond Hair,Living Characters,63,"1983, April",1983
484,Klarion Bleak (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,62,"1973, March",1973
485,Mark Merlin (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,62,"1959, August",1959
486,Garfield Lynns (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,62,"1952, June",1952
487,David Reid (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Deceased Characters,61,"2008, March",2008
489,Emil LaSalle (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,61,"1981, December",1981
490,Clifford Carmichael (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,61,"1978, March",1978
492,Morgaine le Fey (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,61,"1972, September",1972
494,Per Degaton (New Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,61,"1947, June",1947
495,Roxanne Leech (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,60,"1993, July",1993
496,Paco Ramone (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,60,"1984, October",1984
497,Bette Sans Souci (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,60,"1982, December",1982
499,Martha Roberts (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,60,"1939, December",1939
501,Angela Hawkins III (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,59,"1981, December",1981
502,Pren (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,59,"1981, June",1981
